spot_1,spot_2,spot_3,spot_4,spot_5,vol_1,vol_2,vol_3,vol_4,vol_5,strike,maturity,rate,correlation,mc_price,mc_standard_error
110.95824194223852,97.5551375900821,114.34391679645528,107.89472116237457,83.76709391550598,0.3882913546668514,0.3844951045898681,0.1810780124333297,0.1146621580672948,0.2215198087228277,109.63091018516756,1.1010702914250436,0.0409151823090917,0.1935867987973102,6.355217890134754,0.2539253271947309
119.02489406547024,110.44558807961413,111.44257221107816,85.12454530702183,98.01543751582268,0.1628545219435803,0.2583153916862776,0.4917384476610417,0.1724285483620883,0.2275495773691875,119.83225862688336,0.8445343263112509,0.0315427941114853,0.7838521599106579,5.266337707988719,0.28381147469199947
94.83192096930324,117.07059955394408,105.75460480322658,112.9104645308332,97.73656795309324,0.390045726527829,0.3036731131447686,0.1175712574293539,0.1646760072645287,0.4740998219092783,81.63909235031035,0.8135129862660064,0.0175047034482343,0.0907834503642827,25.775571172906965,0.3410981857126021
89.08954887139107,102.1833914806334,82.55269024416701,113.10524687970327,105.2665759648826,0.1412659970956113,0.3540371148838823,0.4169302595363646,0.2061756250899695,0.3900312012554761,89.79677738645735,0.2978017139517068,0.0169935413582924,0.6061657638623572,10.750602377523673,0.2541004365252921
110.32350960341496,94.18103872519474,118.82792097579612,115.72484485288793,111.13533988295048,0.1679580716120721,0.2139001099335161,0.224728812353683,0.4985739962256894,0.1858289180871829,103.90962993534258,1.4256509346348334,0.022049291752622,0.5099561015219578,14.64227711543922,0.473849579012845
87.78554831407871,98.66884014908138,81.75215063148914,86.17157968270192,107.3219581296982,0.151682985853434,0.4702765749925641,0.1647722775281411,0.4517119678517621,0.360182651058676,96.60777813301056,1.3302259642391665,0.0221205028231765,0.1560341586255448,7.683980771622691,0.3324943763790541
109.79048623631267,118.7003892973684,93.03301432552608,94.81838824139476,98.78223245103231,0.3307445992282075,0.4005354846186307,0.39039958285922,0.1442104757673254,0.4997864441626757,105.50224826186572,1.420435660401352,0.0154669818432453,0.748270345812597,16.470561620131754,0.6880409950953422
87.57885436337143,85.19686021341886,99.02819704903736,89.07637396203536,106.7925597873004,0.4767558905794914,0.4586367851447664,0.3489156535769627,0.3091165325329257,0.3145114335526673,103.45617332555145,1.8968463446137007,0.0433864264884595,0.1611331609260817,10.189569790052042,0.4420502875415447
97.48607675489323,113.30712784231348,108.01060408008996,92.49466565528164,113.29039205580804,0.1059747776912929,0.2997878007781772,0.349507827063968,0.3634824835099793,0.2328557860205252,111.51957871598036,1.0778982944204023,0.021305065114722,0.4124677612313822,6.654957025918402,0.28363194812326115
112.19057429987208,95.49913516120698,91.53312415720976,107.299820158999,85.59009934437239,0.2885129401174198,0.3545242426650298,0.2713222041100727,0.4848540795934101,0.3821768439408001,82.83611680562984,1.7930982600289231,0.0420898601037623,0.6324175521549379,27.175514497625475,0.8285796562858257
87.99632809900433,80.29449079004021,111.47697510008554,106.5940342636813,108.2066151450534,0.1005094985003562,0.1093117925929012,0.3761200813873497,0.2650580390182011,0.4357883796849066,97.62464279713794,1.0269006820012343,0.048938007283978,0.6108569211644461,12.280314330499204,0.4108304654844338
111.22916124087872,98.3566310215336,102.74964783811576,85.5918799251063,84.58120294143893,0.1692061637945048,0.1055307656209167,0.2552329400454849,0.3944256417229795,0.4886910933510274,114.40215158759202,1.0858245480577329,0.023278456248225,0.2557664041768941,2.2811455308577213,0.16461481647616732
